DBYHS_SPCHCKN,WIND_SPEED,AIR_VELOCITY,TEMPERATURE,HUMIDITY,ILLUMINATION_INTENSITY,CARBON_DIOXIDE
2,0.0,0.0,18.7,99.0,0.0,1332.0
2,0.0,0.0,18.7,99.0,0.0,1332.0
2,0.0,0.0,18.9,99.1,0.0,1317.0
2,0.0,0.0,18.9,99.1,0.0,1317.0
2,0.0,0.0,18.9,99.1,0.0,1317.0
2,0.0,0.0,18.3,99.1,18.5,1333.0
2,0.0,0.0,18.3,99.1,18.5,1333.0
2,0.0,0.0,18.6,99.1,0.0,1332.0
2,0.0,0.0,18.6,99.1,0.0,1332.0
2,0.0,0.0,18.5,98.9,18.5,1317.0
2,0.0,0.0,18.5,98.9,18.5,1317.0
2,0.0,0.0,18.4,98.9,55.6,1310.0
2,0.0,0.0,18.4,98.9,55.6,1310.0
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,20.7,98.39,0.0,657.98
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.2,99.1,0.0,1363.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
5,0.0,0.0,18.5,97.2,0.0,1333.0
